logic,type,inputs,coverage,escape_risk,specificity,leak_burden,leak_tissues,n_crit_leak,protease,prot_spec,prot_cov,crit_leak_before,crit_rescued,crit_still_leak,rescue_frac,safety,complexity_penalty,final_score
NETO2 AND VTCN1,AND,2,0.037186361849308014,0.9628136157989502,,0.0,,0.0,,,,,,,,1.0,0.05,0.4174
IGSF3 AND VTCN1,AND,2,0.04351029545068741,0.9564896821975708,,4.068162931844567,Minor_Salivary_Gland,0.0,,,,,,,,0.9853579990065933,0.05,0.4173
DSG2 AND EFNA5,AND,2,0.04928164929151535,0.950718343257904,,7.694186426480963,Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg,0.0,,,,,,,,0.9723073320347793,0.05,0.4172
GPR180 AND CD276,AND,2,0.042896319180727005,0.9571036696434021,,3.7072254441837895,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9866570735867971,0.05,0.4172
ADAM12 AND EPHB3,AND,2,0.03700216859579086,0.9629978537559509,,0.0,,0.0,,,,,,,,1.0,0.05,0.4172
CDCP1 AND NETO2,AND,2,0.03679751232266426,0.9632024765014648,,0.0,,0.0,,,,,,,,1.0,0.05,0.417
CD109 OR MET,OR,2,0.19997134804725647,0.8000286817550659,,102.32824316196162,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Tibial;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Colon_Sigmoid;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.6317034830874741,0.05,0.4169
MET AND EPCAM,AND,2,0.08088085055351257,0.919119119644165,,27.769043714882997,Breast_Mammary_Tissue;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Thyroid,2.0,,,,,,,,0.9000545522706205,0.05,0.4168
TMEM106B AND NETO2,AND,2,0.04819696396589279,0.9518030285835266,,7.350686804719823,Brain_Cerebellar_Hemisphere,1.0,,,,,,,,0.9735436448096909,0.05,0.4167
FAT1 AND TACSTD2,AND,2,0.1341533362865448,0.8658466339111328,,61.29931182400287,Bladder;Breast_Mammary_Tissue;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,3.0,,,,,,,,0.7793734912639706,0.05,0.4166
DSC2 OR PTPRK,OR,2,0.29176050424575806,0.7082394957542419,,160.0617351420666,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cortex;Brain_Frontal_Cortex_BA9;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.4239109582826116,0.05,0.4166
ATP6V0A2 AND ERBB2,AND,2,0.03626539930701256,0.9637346267700195,,0.0,,0.0,,,,,,,,1.0,0.05,0.4165
ATP6V0A2 OR PTK7,OR,2,0.23730096220970154,0.7626990079879761,,125.99864621087373,Adipose_Visceral_Omentum;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.5465097308305156,0.05,0.4165
ATP6V0A2 AND VTCN1,AND,2,0.036081209778785706,0.9639188051223755,,0.0,,0.0,,,,,,,,1.0,0.05,0.4163
ATP6V0A2 AND PTK7,AND,2,0.035917483270168304,0.9640825390815735,,0.0,,0.0,,,,,,,,1.0,0.05,0.4161
IGSF3 AND PRLR,AND,2,0.035835620015859604,0.9641643762588501,,0.0,,0.0,,,,,,,,1.0,0.05,0.4161
ATP6V0A2 OR FAT1,OR,2,0.2561908960342407,0.7438091039657593,,138.13406739348576,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.5028323137781342,0.05,0.416
LMBR1 OR LDLRAD4,OR,2,0.16045188903808594,0.8395481109619141,,78.21064600993431,Adrenal_Gland;Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Pituitary;Testis;Thyroid;Uterus,4.0,,,,,,,,0.7185067619567528,0.05,0.4159
LDLRAD4 AND ERBB2,AND,2,0.04197536036372185,0.9580246210098267,,3.9326487487577966,Artery_Aorta,0.0,,,,,,,,0.9858457372896019,0.05,0.4159
PRLR AND SLC33A1,AND,2,0.05454136058688164,0.9454586505889893,,11.845733960028525,Cervix_Ectocervix;Cervix_Endocervix;Uterus,0.0,,,,,,,,0.9573652158686461,0.05,0.4159
IGSF3 AND SLC26A2,AND,2,0.05474602058529854,0.9452539682388306,,11.995857923031199,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg,0.0,,,,,,,,0.9568248945363285,0.05,0.4158
GPR180 AND CD109,AND,2,0.04142278432846069,0.9585772156715393,,3.7072254441837895,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9866570735867971,0.05,0.4157
CDCP1 AND SLC33A1,AND,2,0.0417502336204052,0.9582497477531433,,3.9127867225749866,Thyroid,0.0,,,,,,,,0.9859172240545059,0.05,0.4157
GPR180 AND SLC33A1,AND,2,0.041402317583560944,0.9585976600646973,,3.7072254441837895,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9866570735867971,0.05,0.4157
DSC2 AND MSLN,AND,2,0.0417911671102047,0.9582088589668274,,4.044775927932728,Minor_Salivary_Gland,0.0,,,,,,,,0.9854421727578041,0.05,0.4156
TMEM106B AND MSLN,AND,2,0.04134092107415199,0.9586590528488159,,3.8749771145364296,Fallopian_Tube,0.0,,,,,,,,0.9860533071779539,0.05,0.4154
CDH3 AND SLC26A2,AND,2,0.05468462035059929,0.9453153610229492,,12.197586007012035,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg,0.0,,,,,,,,0.9560988413138962,0.05,0.4154
TMEM106B AND EFNA5,AND,2,0.04089067131280899,0.9591093063354492,,3.6168901644295524,Artery_Aorta,0.0,,,,,,,,0.9869822054160923,0.05,0.4153
IGSF3 AND OPN3,AND,2,0.0350169874727726,0.9649829864501953,,0.0,,0.0,,,,,,,,1.0,0.05,0.4152
DSC2 AND PLAUR,AND,2,0.04674389213323593,0.9532561302185059,,7.448420803948053,Minor_Salivary_Gland;Vagina,0.0,,,,,,,,0.9731918837475693,0.05,0.4151
TSPAN14 AND LDLRAD4,AND,2,0.03491465747356415,0.9650853276252747,,0.0,,0.0,,,,,,,,1.0,0.05,0.4151
BACE2 AND SLC33A1,AND,2,0.08968114107847214,0.9103188514709473,,34.363527117819686,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Thyroid;Uterus,0.0,,,,,,,,0.8763199000075601,0.05,0.4151
ADAM12 AND TSPAN14,AND,2,0.034566737711429596,0.9654332399368286,,0.0,,0.0,,,,,,,,1.0,0.05,0.4148
DCBLD1,single,1,0.0564856119453907,0.9435144066810608,0.288247292207389,44.79175089191442,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Lung;Pituitary;Small_Intestine_Terminal_Ileum;Testis;Thyroid,1.0,,,,,,,,0.8387869728810327,0.0,0.4145
PTPRK AND VTCN1,AND,2,0.048483483493328094,0.9515165090560913,,8.922369455500183,Breast_Mammary_Tissue;Minor_Salivary_Gland,0.0,,,,,,,,0.9678868952351078,0.05,0.4144
MET AND TACSTD2,AND,2,0.0777495801448822,0.9222503900527954,,27.261627472495697,Breast_Mammary_Tissue;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Nerve_Tibial,2.0,,,,,,,,0.9018808284669224,0.05,0.4144
SLC37A1 OR LDLRAD4,OR,2,0.16487249732017517,0.8351274728775024,,82.00852003504417,Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Cells_EBV-transformed_lymphocytes;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Small_Intestine_Terminal_Ileum;Testis;Thyroid,5.0,,,,,,,,0.7048375760907682,0.05,0.4142
PRLR AND EPHB3,AND,2,0.05908476933836937,0.9409152269363403,,15.767492358883091,Cervix_Ectocervix;Cervix_Endocervix;Uterus,0.0,,,,,,,,0.943250149354854,0.05,0.4141
PTK7 OR EFNA4,OR,2,0.25035813450813293,0.7496418952941895,,135.71787189802814,Adipose_Visceral_Omentum;Adrenal_Gland;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.511528606782484,0.05,0.414
PLAUR OR SLC33A1,OR,2,0.19248086214065552,0.8075191378593445,,99.49427202594045,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,3.0,,,,,,,,0.6419034207212634,0.05,0.4139
CDCP1 AND FAT1,AND,2,0.07893659919500351,0.9210634231567383,,28.313059660053966,Colon_Transverse;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,0.0,,,,,,,,0.8980965476028943,0.05,0.4139
PRLR AND ATP6V0A2,AND,2,0.033338792622089386,0.9666612148284912,,0.0,,0.0,,,,,,,,1.0,0.05,0.4135
EFNA5 AND VTCN1,AND,2,0.03964225947856903,0.9603577256202698,,4.066169708509614,Minor_Salivary_Gland,0.0,,,,,,,,0.985365172951821,0.05,0.4133
PRLR AND MET,AND,2,0.03260202333331108,0.9673979878425598,,0.0,,0.0,,,,,,,,1.0,0.05,0.4128
IGSF3 OR FAT1,OR,2,0.25979289412498474,0.7402070760726929,,142.41528701887347,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.4874234859956401,0.05,0.4127
IGSF3 OR EPHB3,OR,2,0.20967213809490204,0.7903278470039368,,111.01413054358386,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Stomach;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.6004415169860656,0.05,0.4127
PLAUR AND VTCN1,AND,2,0.03829151391983032,0.9617084860801697,,3.7613470105208764,Minor_Salivary_Gland,0.0,,,,,,,,0.9864622809884306,0.05,0.4125
ADAM12 AND PTK7,AND,2,0.04070647805929184,0.95929354429245,,5.228905102673233,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9811802931715282,0.05,0.4125
ATP6V0A2 AND TSPAN14,AND,2,0.03225410357117653,0.9677459001541138,,0.0,,0.0,,,,,,,,1.0,0.05,0.4124
PTPRK AND NETO2,AND,2,0.03223363682627678,0.9677663445472717,,0.0,,0.0,,,,,,,,1.0,0.05,0.4124
DCBLD1 OR MSLN,OR,2,0.1323523372411728,0.867647647857666,,62.73271352953471,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Pituitary;Small_Intestine_Terminal_Ileum;Testis;Thyroid,1.0,,,,,,,,0.7742144380136544,0.05,0.4124
DSG2 AND TSPAN14,AND,2,0.10613564401865005,0.8938643336296082,,46.32901003490571,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Ovary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid,0.0,,,,,,,,0.8332541192869422,0.05,0.4124
ADAM12 AND ERBB2,AND,2,0.040256232023239136,0.9597437381744385,,5.228905102673233,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9811802931715282,0.05,0.4121
PRLR AND CD109,AND,2,0.04608898609876633,0.9539110064506531,,8.912904898264177,Cervix_Ectocervix;Uterus,0.0,,,,,,,,0.9679209597646692,0.05,0.412
FAT1 OR MSLN,OR,2,0.26816341280937195,0.7318365573883057,,148.2961712329738,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.4662571969488236,0.05,0.4117
ADAM12 OR PLAUR,OR,2,0.1613319218158722,0.8386681079864502,,81.42098299830914,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Spleen;Uterus;Vagina;Whole_Blood,2.0,,,,,,,,0.7069522204694871,0.05,0.4116
FAT1 OR TSPAN14,OR,2,0.30549299716949463,0.6945070028305054,,171.82403348692765,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,5.0,,,,,,,,0.3815764729300025,0.05,0.4115
PRLR AND EFNA5,AND,2,0.03135360777378082,0.9686464071273804,,0.0,,0.0,,,,,,,,1.0,0.05,0.4115
EPHB3 AND ATP6V0A2,AND,2,0.03116941638290882,0.9688305854797363,,0.0,,0.0,,,,,,,,1.0,0.05,0.4113
OPN3 AND LMBR1,AND,2,0.03683844208717346,0.9631615877151489,,3.6480497402713983,Cells_Cultured_fibroblasts,0.0,,,,,,,,0.9868700568743367,0.05,0.4112
TSPAN14 OR CD109,OR,2,0.2582988739013672,0.7417011260986328,,142.60933994536472,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,3.0,,,,,,,,0.4867250569528363,0.05,0.4109
IGSF3 OR PTK7,OR,2,0.2396136075258255,0.7603864073753357,,130.9691571266316,Adipose_Visceral_Omentum;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.5286200280370077,0.05,0.4108
MSLN AND VTCN1,AND,2,0.038516636937856674,0.961483359336853,,4.9280623842276094,Minor_Salivary_Gland,0.0,,,,,,,,0.982263076593957,0.05,0.4108
LDLRAD4 AND EGFR,AND,2,0.03687937557697296,0.9631206393241882,,3.9326487487577966,Artery_Aorta,0.0,,,,,,,,0.9858457372896019,0.05,0.4107
CDCP1 AND LMBR1,AND,2,0.03626539930701256,0.9637346267700195,,3.7058312153454,Thyroid,0.0,,,,,,,,0.9866620916503258,0.05,0.4105
MET OR MSLN,OR,2,0.14972779154777527,0.8502721786499023,,74.93227855627467,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,4.0,,,,,,,,0.7303061565034878,0.05,0.4103
DSC2 AND DCBLD1,AND,2,0.030146125704050064,0.9698538780212402,,0.0,,0.0,,,,,,,,1.0,0.05,0.4103
CDH3 AND CDCP1,AND,2,0.06504032015800476,0.9349596500396729,,21.964343195059982,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.920946643418784,0.05,0.4101
EFNA4 AND EPCAM,AND,2,0.08180180937051773,0.9181981682777405,,32.5306097009266,Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid,0.0,,,,,,,,0.8829168773382622,0.05,0.41
CDCP1 AND EGFR,AND,2,0.08771642297506332,0.9122835993766785,,36.33368285161437,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,0.0,,,,,,,,0.8692289789469555,0.05,0.4099
SLC37A1 AND TACSTD2,AND,2,0.061336006969213486,0.9386640191078186,,19.763318839759396,Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Prostate,1.0,,,,,,,,0.9288684993858977,0.05,0.4099
EGFR OR MUC1,OR,2,0.38187140226364136,0.6181285977363586,,220.65066502894598,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.2058412333340851,0.05,0.4099
OPN3 AND ATP6V0A2,AND,2,0.02971634455025196,0.9702836275100708,,0.0,,0.0,,,,,,,,1.0,0.05,0.4098
ADAM12 AND CDCP1,AND,2,0.02957308292388916,0.9704269170761108,,0.0,,0.0,,,,,,,,1.0,0.05,0.4097
DSG2 OR EGFR,OR,2,0.34251561760902405,0.6574844121932983,,196.2194804455353,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.29377316598610514,0.05,0.4095
LRP6 OR MUC1,OR,2,0.34016209840774536,0.6598379015922546,,194.83641746684003,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.29875104171214406,0.05,0.4094
TSPAN14 OR MSLN,OR,2,0.23535671830177307,0.7646433115005493,,129.23781165645698,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,3.0,,,,,,,,0.5348514308885971,0.05,0.4092
SLC33A1 AND MUC1,AND,2,0.08794154971837997,0.9120584726333618,,36.875431226795854,Artery_Aorta;Artery_Coronary;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Pancreas;Thyroid;Uterus,1.0,,,,,,,,0.8672791356440995,0.05,0.4092
NETO2 AND CD109,AND,2,0.028938643634319305,0.9710613489151001,,0.0,,0.0,,,,,,,,1.0,0.05,0.4091
GPR180 AND NETO2,AND,2,0.028856780380010605,0.9711432456970215,,0.0,,0.0,,,,,,,,1.0,0.05,0.409
BACE2 AND EFNA5,AND,2,0.05378412827849388,0.9462158679962158,,15.631627551539621,Artery_Aorta;Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9437391495933941,0.05,0.409
NETO2 AND CD276,AND,2,0.028897712007164955,0.9711022973060608,,0.0,,0.0,,,,,,,,1.0,0.05,0.409
GPR180 AND SLC37A1,AND,2,0.028590725734829903,0.971409261226654,,0.0,,0.0,,,,,,,,1.0,0.05,0.4087
OPN3 AND LDLRAD4,AND,2,0.028611190617084503,0.9713888168334961,,0.0,,0.0,,,,,,,,1.0,0.05,0.4087
IGSF3 OR LDLRAD4,OR,2,0.1565224528312683,0.8434775471687317,,80.20818392695669,Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,6.0,,,,,,,,0.711317287824224,0.05,0.4086
PTPRK OR VTCN1,OR,2,0.27000531554222107,0.7299946546554565,,151.49650501157979,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cortex;Brain_Frontal_Cortex_BA9;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.45473865869196595,0.05,0.4084
DSC2 AND EFNA5,AND,2,0.04113626107573509,0.9588637351989746,,8.06569165594787,Minor_Salivary_Gland;Vagina,0.0,,,,,,,,0.9709702223786417,0.05,0.4084
MSLN AND EPCAM,AND,2,0.05613769218325615,0.9438623189926147,,17.469216287171065,Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.9371253594027468,0.05,0.4084
